ATCC8482_locus_tag	CL09_locus_tag	ATCC8482_gene	CL09_gene	ATCC8482_product	CL09_product	forward_bitscore	reverse_bitscore	forward_pident	reverse_pident	forward_qcovs	reverse_qcovs
JJAGMNAF_02556	BHNFMJIF_00603			hypothetical protein	hypothetical protein	273.0	273.0	100.0	100.0	100.0	100.0
JJAGMNAF_02557	BHNFMJIF_00602			hypothetical protein	hypothetical protein	206.0	206.0	100.0	100.0	100.0	100.0
JJAGMNAF_02558	BHNFMJIF_00601			hypothetical protein	hypothetical protein	389.0	389.0	100.0	100.0	100.0	100.0
JJAGMNAF_02559	BHNFMJIF_00600			hypothetical protein	hypothetical protein	751.0	751.0	99.739	99.739	100.0	100.0
JJAGMNAF_02560	BHNFMJIF_00599			hypothetical protein	hypothetical protein	291.0	291.0	99.291	99.291	100.0	100.0
JJAGMNAF_02561	BHNFMJIF_00598	ziaA	ziaA	Zinc-transporting ATPase	Zinc-transporting ATPase	1129.0	1129.0	99.476	99.476	100.0	100.0
JJAGMNAF_02562	BHNFMJIF_00597			hypothetical protein	hypothetical protein	544.0	544.0	100.0	100.0	100.0	100.0
JJAGMNAF_02563	BHNFMJIF_00596	ydfG	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	513.0	513.0	100.0	100.0	100.0	100.0
JJAGMNAF_02564	BHNFMJIF_00595			hypothetical protein	hypothetical protein	168.0	168.0	100.0	100.0	100.0	100.0
JJAGMNAF_02565	BHNFMJIF_00594	mmdB_2	mmdB_1	Methylmalonyl-CoA decarboxylase subunit beta	Methylmalonyl-CoA decarboxylase subunit beta	600.0	600.0	100.0	100.0	100.0	100.0
JJAGMNAF_02566	BHNFMJIF_00593			hypothetical protein	hypothetical protein	204.0	204.0	100.0	100.0	100.0	100.0
JJAGMNAF_02567	BHNFMJIF_00592			hypothetical protein	hypothetical protein	644.0	644.0	100.0	100.0	100.0	100.0
JJAGMNAF_02568	BHNFMJIF_00591	pccB	pccB	Propionyl-CoA carboxylase beta chain	Propionyl-CoA carboxylase beta chain	1071.0	1071.0	100.0	100.0	100.0	100.0
JJAGMNAF_02569	BHNFMJIF_00590	epi	epi	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase	277.0	277.0	100.0	100.0	100.0	100.0
JJAGMNAF_02570	BHNFMJIF_00589			hypothetical protein	hypothetical protein	697.0	697.0	99.118	99.118	100.0	100.0
JJAGMNAF_02571	BHNFMJIF_00588			hypothetical protein	hypothetical protein	324.0	324.0	100.0	100.0	100.0	100.0
JJAGMNAF_02572	BHNFMJIF_00587			hypothetical protein	hypothetical protein	205.0	205.0	98.148	98.148	100.0	100.0
JJAGMNAF_02573	BHNFMJIF_00586			hypothetical protein	hypothetical protein	514.0	514.0	99.254	99.254	100.0	100.0
JJAGMNAF_02574	BHNFMJIF_00585	kdsC	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	354.0	354.0	100.0	100.0	100.0	100.0
JJAGMNAF_02575	BHNFMJIF_00584	maf	maf	dTTP/UTP pyrophosphatase	dTTP/UTP pyrophosphatase	399.0	399.0	100.0	100.0	100.0	100.0
JJAGMNAF_02576	BHNFMJIF_00583	ldhA	ldhA	D-lactate dehydrogenase	D-lactate dehydrogenase	658.0	658.0	100.0	100.0	100.0	100.0
JJAGMNAF_02577	BHNFMJIF_00582			hypothetical protein	hypothetical protein	807.0	807.0	99.486	99.486	100.0	100.0
JJAGMNAF_02578	BHNFMJIF_00581			hypothetical protein	hypothetical protein	224.0	224.0	100.0	100.0	100.0	100.0
JJAGMNAF_02579	BHNFMJIF_00580	sotB	sotB	sugar efflux transporter	sugar efflux transporter	687.0	687.0	99.233	99.233	100.0	100.0
JJAGMNAF_02580	BHNFMJIF_00579	resA_11	resA_2	Thiol-disulfide oxidoreductase ResA	Thiol-disulfide oxidoreductase ResA	355.0	350.0	100.0	100.0	100.0	94.0
JJAGMNAF_02581	BHNFMJIF_00578			hypothetical protein	hypothetical protein	196.0	196.0	100.0	100.0	100.0	100.0
JJAGMNAF_02582	BHNFMJIF_00577			hypothetical protein	hypothetical protein	184.0	184.0	97.895	97.895	100.0	100.0
JJAGMNAF_02583	BHNFMJIF_00576			hypothetical protein	hypothetical protein	1853.0	1853.0	99.665	99.665	100.0	100.0
JJAGMNAF_02584	BHNFMJIF_00575			hypothetical protein	hypothetical protein	730.0	728.0	99.749	99.751	97.0	100.0
JJAGMNAF_02585	BHNFMJIF_00574			hypothetical protein	hypothetical protein	990.0	990.0	99.802	99.802	98.0	98.0
JJAGMNAF_02586	BHNFMJIF_00573			hypothetical protein	hypothetical protein	369.0	369.0	100.0	100.0	100.0	100.0
JJAGMNAF_02587	BHNFMJIF_00572			hypothetical protein	hypothetical protein	393.0	393.0	100.0	100.0	100.0	100.0
JJAGMNAF_02588	BHNFMJIF_00571	bcrA_1	bcrA_1	Bacitracin transport ATP-binding protein BcrA	Bacitracin transport ATP-binding protein BcrA	565.0	565.0	100.0	100.0	100.0	100.0
JJAGMNAF_02589	BHNFMJIF_00570			hypothetical protein	hypothetical protein	426.0	426.0	100.0	100.0	100.0	100.0
JJAGMNAF_02590	BHNFMJIF_00569			hypothetical protein	hypothetical protein	672.0	672.0	100.0	100.0	100.0	100.0
JJAGMNAF_02591	BHNFMJIF_00568			hypothetical protein	hypothetical protein	609.0	609.0	100.0	100.0	100.0	100.0
JJAGMNAF_02592	BHNFMJIF_00567			hypothetical protein	hypothetical protein	479.0	479.0	100.0	100.0	100.0	100.0
JJAGMNAF_02593	BHNFMJIF_00566			DNA mimic protein DMP19	DNA mimic protein DMP19	341.0	341.0	100.0	100.0	100.0	100.0
JJAGMNAF_02594	BHNFMJIF_00565	gltS	gltS	Sodium/glutamate symporter	Sodium/glutamate symporter	856.0	856.0	99.564	99.564	100.0	100.0
JJAGMNAF_02596	BHNFMJIF_00564			hypothetical protein	hypothetical protein	503.0	503.0	97.61	97.61	100.0	100.0
JJAGMNAF_02597	BHNFMJIF_00563			hypothetical protein	hypothetical protein	1176.0	1176.0	99.472	99.472	100.0	100.0
JJAGMNAF_02598	BHNFMJIF_00562	fim1C_1	fim1C_2	Fimbrium subunit Fim1C	Fimbrium subunit Fim1C	721.0	721.0	98.876	98.876	100.0	100.0
JJAGMNAF_02599	BHNFMJIF_00561	fim1C_2	fim1C_1	Fimbrium subunit Fim1C	Fimbrium subunit Fim1C	740.0	740.0	99.736	99.736	100.0	100.0
JJAGMNAF_02600	BHNFMJIF_00560			hypothetical protein	hypothetical protein	664.0	664.0	99.403	99.403	100.0	100.0
JJAGMNAF_02601	BHNFMJIF_00559			hypothetical protein	hypothetical protein	195.0	195.0	98.0	98.0	89.0	89.0
JJAGMNAF_02602	BHNFMJIF_00558			hypothetical protein	hypothetical protein	745.0	745.0	99.724	99.724	100.0	100.0
JJAGMNAF_02603	BHNFMJIF_00557			hypothetical protein	hypothetical protein	378.0	378.0	98.942	98.942	100.0	100.0
JJAGMNAF_02604	BHNFMJIF_00556	smpB	smpB	SsrA-binding protein	SsrA-binding protein	237.0	237.0	100.0	100.0	100.0	100.0
JJAGMNAF_02605	BHNFMJIF_00555	metH_2	metH_1	Methionine synthase	Methionine synthase	1882.0	1882.0	99.782	99.782	100.0	100.0
JJAGMNAF_02606	BHNFMJIF_00554	cugP_1	cugP	UTP--glucose-1-phosphate uridylyltransferase	UTP--glucose-1-phosphate uridylyltransferase	583.0	583.0	100.0	100.0	100.0	100.0
JJAGMNAF_02607	BHNFMJIF_00553	rapZ	rapZ	RNase adapter protein RapZ	RNase adapter protein RapZ	981.0	981.0	99.37	99.37	100.0	100.0
JJAGMNAF_02608	BHNFMJIF_00552	xanP	xanP	Xanthine permease XanP	Xanthine permease XanP	830.0	830.0	99.549	99.549	100.0	100.0
JJAGMNAF_02609	BHNFMJIF_00551	xpt	xpt	Xanthine phosphoribosyltransferase	Xanthine phosphoribosyltransferase	381.0	381.0	100.0	100.0	100.0	100.0
JJAGMNAF_02610	BHNFMJIF_00550			hypothetical protein	hypothetical protein	187.0	187.0	100.0	100.0	89.0	89.0
JJAGMNAF_02611	BHNFMJIF_00549			hypothetical protein	hypothetical protein	118.0	119.0	98.78	98.78	100.0	100.0
JJAGMNAF_02612	BHNFMJIF_00548	fbiB	fbiB	Bifunctional F420 biosynthesis protein FbiB	Bifunctional F420 biosynthesis protein FbiB	345.0	345.0	99.522	99.522	100.0	100.0
JJAGMNAF_02613	BHNFMJIF_00547	tpdA	tpdA	Cysteinylglycine-S-conjugate dipeptidase	Cysteinylglycine-S-conjugate dipeptidase	895.0	895.0	99.111	99.111	100.0	100.0
JJAGMNAF_02614	BHNFMJIF_00546	aroC	aroC	Chorismate synthase	Chorismate synthase	681.0	681.0	100.0	100.0	100.0	100.0
JJAGMNAF_02615	BHNFMJIF_00545	lemA	lemA	Protein LemA	Protein LemA	362.0	362.0	100.0	100.0	100.0	100.0
JJAGMNAF_02616	BHNFMJIF_00544			hypothetical protein	hypothetical protein	480.0	480.0	99.24	99.24	86.0	86.0
JJAGMNAF_02617	BHNFMJIF_00543			hypothetical protein	hypothetical protein	631.0	631.0	100.0	100.0	100.0	98.0
JJAGMNAF_02618	BHNFMJIF_00542	aroE	aroE	Shikimate dehydrogenase (NADP(+))	Shikimate dehydrogenase (NADP(+))	504.0	504.0	100.0	100.0	100.0	100.0
JJAGMNAF_02619	BHNFMJIF_00541	ubiE	ubiE	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE	513.0	513.0	100.0	100.0	100.0	100.0
JJAGMNAF_02620	BHNFMJIF_00540	purC	purC	Phosphoribosylaminoimidazole-succinocarboxamide synthase	Phosphoribosylaminoimidazole-succinocarboxamide synthase	651.0	651.0	99.682	99.682	100.0	100.0
JJAGMNAF_02621	BHNFMJIF_00539			PhoH-like protein	PhoH-like protein	681.0	681.0	100.0	100.0	100.0	100.0
JJAGMNAF_02622	BHNFMJIF_00538			hypothetical protein	hypothetical protein	433.0	433.0	100.0	100.0	100.0	100.0
JJAGMNAF_02623	BHNFMJIF_00537	truA	truA	tRNA pseudouridine synthase A	tRNA pseudouridine synthase A	521.0	521.0	98.876	98.876	100.0	100.0
JJAGMNAF_02624	BHNFMJIF_00536			hypothetical protein	hypothetical protein	531.0	531.0	99.608	99.608	100.0	100.0
JJAGMNAF_02625	BHNFMJIF_00535			hypothetical protein	hypothetical protein	871.0	871.0	99.763	99.763	100.0	100.0
JJAGMNAF_02626	BHNFMJIF_00534	resA_12	resA_1	Thiol-disulfide oxidoreductase ResA	Thiol-disulfide oxidoreductase ResA	915.0	915.0	99.103	99.103	100.0	100.0
JJAGMNAF_02627	BHNFMJIF_00533			TonB-dependent receptor P39	TonB-dependent receptor P39	2235.0	2235.0	99.909	99.909	100.0	100.0
JJAGMNAF_02628	BHNFMJIF_00532			hypothetical protein	hypothetical protein	996.0	996.0	99.583	99.583	100.0	100.0
JJAGMNAF_02629	BHNFMJIF_00531	slyD	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	325.0	325.0	100.0	100.0	83.0	83.0
JJAGMNAF_02630	BHNFMJIF_00530			hypothetical protein	hypothetical protein	244.0	244.0	99.194	99.194	100.0	100.0
JJAGMNAF_02631	BHNFMJIF_00529			hypothetical protein	hypothetical protein	62.4	62.4	100.0	100.0	100.0	100.0
JJAGMNAF_02632	BHNFMJIF_00528	ilvD	ilvD	Dihydroxy-acid dehydratase	Dihydroxy-acid dehydratase	1236.0	1236.0	100.0	100.0	100.0	100.0
JJAGMNAF_02633	BHNFMJIF_00527	ilvG	ilvG	Acetolactate synthase isozyme 2 large subunit	Acetolactate synthase isozyme 2 large subunit	1175.0	1175.0	99.646	99.646	100.0	100.0
JJAGMNAF_02634	BHNFMJIF_00526	ilvH	ilvH	Putative acetolactate synthase small subunit	Putative acetolactate synthase small subunit	341.0	341.0	100.0	100.0	100.0	100.0
JJAGMNAF_02635	BHNFMJIF_00525			hypothetical protein	hypothetical protein	516.0	516.0	100.0	100.0	100.0	100.0
JJAGMNAF_02636	BHNFMJIF_00524			Ketol-acid reductoisomerase (NAD(+))	Ketol-acid reductoisomerase (NAD(+))	687.0	687.0	100.0	100.0	100.0	100.0
JJAGMNAF_02637	BHNFMJIF_00523			hypothetical protein	hypothetical protein	701.0	701.0	99.703	99.703	100.0	93.0
JJAGMNAF_02638	BHNFMJIF_00522			hypothetical protein	hypothetical protein	1413.0	1413.0	100.0	100.0	100.0	100.0
JJAGMNAF_02639	BHNFMJIF_00521			hypothetical protein	hypothetical protein	808.0	808.0	99.761	99.761	100.0	100.0
JJAGMNAF_02640	BHNFMJIF_00520	lptC	lptC	Lipopolysaccharide export system protein LptC	Lipopolysaccharide export system protein LptC	443.0	443.0	100.0	100.0	100.0	100.0
JJAGMNAF_02641	BHNFMJIF_00519			hypothetical protein	hypothetical protein	854.0	854.0	100.0	100.0	97.0	97.0
JJAGMNAF_02642	BHNFMJIF_00518			hypothetical protein	hypothetical protein	900.0	900.0	99.772	99.772	100.0	100.0
JJAGMNAF_02643	BHNFMJIF_00517	coaX	coaX	Type III pantothenate kinase	Type III pantothenate kinase	498.0	498.0	99.587	99.587	100.0	100.0
JJAGMNAF_02644	BHNFMJIF_00516			hypothetical protein	hypothetical protein	753.0	753.0	100.0	100.0	100.0	100.0
JJAGMNAF_02645	BHNFMJIF_00515	pafA	pafA	Alkaline phosphatase PafA	Alkaline phosphatase PafA	1094.0	1094.0	99.81	99.81	100.0	100.0
JJAGMNAF_02646	BHNFMJIF_00514	secA	secA	Protein translocase subunit SecA	Protein translocase subunit SecA	2240.0	2240.0	100.0	100.0	100.0	100.0
JJAGMNAF_02647	BHNFMJIF_00513			hypothetical protein	hypothetical protein	671.0	671.0	99.394	99.394	100.0	100.0
JJAGMNAF_02648	BHNFMJIF_00512			hypothetical protein	hypothetical protein	225.0	225.0	100.0	100.0	100.0	100.0
JJAGMNAF_02649	BHNFMJIF_00511			hypothetical protein	hypothetical protein	254.0	254.0	100.0	100.0	100.0	100.0
JJAGMNAF_02650	BHNFMJIF_00510	sigW_7	sigW_2	ECF RNA polymerase sigma factor SigW	ECF RNA polymerase sigma factor SigW	358.0	358.0	98.895	98.895	100.0	100.0
JJAGMNAF_02651	BHNFMJIF_00509			hypothetical protein	hypothetical protein	213.0	213.0	99.315	99.315	100.0	100.0
JJAGMNAF_02652	BHNFMJIF_00508	valS	valS	Valine--tRNA ligase	Valine--tRNA ligase	1710.0	1710.0	100.0	100.0	100.0	100.0
JJAGMNAF_02653	BHNFMJIF_00507	mazG	mazG	Nucleoside triphosphate pyrophosphohydrolase	Nucleoside triphosphate pyrophosphohydrolase	535.0	535.0	99.617	99.617	100.0	100.0
JJAGMNAF_02656	BHNFMJIF_00505			TonB-dependent receptor P26	TonB-dependent receptor P39	1516.0	1519.0	72.486	72.486	100.0	100.0
JJAGMNAF_02657	BHNFMJIF_00504			hypothetical protein	hypothetical protein	263.0	263.0	100.0	100.0	100.0	100.0
JJAGMNAF_02658	BHNFMJIF_00503			hypothetical protein	hypothetical protein	261.0	261.0	99.2	99.2	100.0	100.0
JJAGMNAF_02659	BHNFMJIF_00502	sigW_8	sigW_1	ECF RNA polymerase sigma factor SigW	ECF RNA polymerase sigma factor SigW	377.0	377.0	99.454	99.454	100.0	100.0
JJAGMNAF_02660	BHNFMJIF_00501	rnz	rnz	Ribonuclease Z	Ribonuclease Z	565.0	565.0	99.273	99.273	100.0	100.0
JJAGMNAF_02661	BHNFMJIF_00500			hypothetical protein	hypothetical protein	301.0	301.0	100.0	100.0	100.0	100.0
JJAGMNAF_02662	BHNFMJIF_00499	pnp_2	pnp_1	Polyribonucleotide nucleotidyltransferase	Polyribonucleotide nucleotidyltransferase	1141.0	1141.0	100.0	100.0	100.0	100.0
JJAGMNAF_02664	BHNFMJIF_00496			hypothetical protein	hypothetical protein	450.0	450.0	100.0	100.0	100.0	100.0
JJAGMNAF_02666	BHNFMJIF_00493			hypothetical protein	hypothetical protein	574.0	574.0	99.642	99.642	100.0	100.0
JJAGMNAF_02667	BHNFMJIF_00492	btsR_1	btsR_2	Transcriptional regulatory protein BtsR	Transcriptional regulatory protein BtsR	493.0	492.0	99.234	99.234	100.0	100.0
JJAGMNAF_02668	BHNFMJIF_00491			hypothetical protein	hypothetical protein	670.0	670.0	100.0	100.0	100.0	100.0
JJAGMNAF_02669	BHNFMJIF_00490			hypothetical protein	hypothetical protein	445.0	445.0	99.528	99.528	100.0	100.0
JJAGMNAF_02670	BHNFMJIF_00489			hypothetical protein	hypothetical protein	397.0	397.0	99.524	99.524	100.0	100.0
JJAGMNAF_02671	BHNFMJIF_00488			hypothetical protein	hypothetical protein	379.0	379.0	100.0	100.0	100.0	100.0
JJAGMNAF_02672	BHNFMJIF_00487			hypothetical protein	hypothetical protein	374.0	374.0	99.457	99.457	100.0	100.0
JJAGMNAF_02674	BHNFMJIF_00486	ampG_2	ampG_1	Anhydromuropeptide permease	Anhydromuropeptide permease	815.0	815.0	99.528	99.528	100.0	100.0
JJAGMNAF_02675	BHNFMJIF_00485			hypothetical protein	hypothetical protein	910.0	910.0	99.772	99.772	100.0	100.0
JJAGMNAF_02676	BHNFMJIF_00484			hypothetical protein	hypothetical protein	1646.0	1685.0	99.392	99.392	100.0	100.0
JJAGMNAF_02677	BHNFMJIF_00483	rlmN	rlmN	Dual-specificity RNA methyltransferase RlmN	Dual-specificity RNA methyltransferase RlmN	730.0	730.0	100.0	100.0	100.0	100.0
JJAGMNAF_02678	BHNFMJIF_00482			hypothetical protein	hypothetical protein	714.0	714.0	99.718	99.718	100.0	100.0
JJAGMNAF_02679	BHNFMJIF_00481	pdxA	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase	4-hydroxythreonine-4-phosphate dehydrogenase	753.0	753.0	99.727	99.727	100.0	100.0
JJAGMNAF_02680	BHNFMJIF_00480			hypothetical protein	hypothetical protein	488.0	488.0	100.0	100.0	100.0	100.0
JJAGMNAF_02681	BHNFMJIF_00479			hypothetical protein	hypothetical protein	575.0	574.0	99.643	99.643	99.0	100.0
JJAGMNAF_02682	BHNFMJIF_00478			Phosphatidylinositol phosphate synthase	Phosphatidylinositol phosphate synthase	659.0	659.0	99.684	99.684	100.0	100.0
JJAGMNAF_02683	BHNFMJIF_00477			hypothetical protein	hypothetical protein	617.0	617.0	100.0	100.0	100.0	97.0
JJAGMNAF_02684	BHNFMJIF_00476			Phosphoserine phosphatase	Phosphoserine phosphatase	488.0	488.0	99.167	99.167	100.0	100.0
JJAGMNAF_02685	BHNFMJIF_00475	fucP_4	fucP_1	L-fucose-proton symporter	L-fucose-proton symporter	804.0	804.0	100.0	100.0	100.0	100.0
JJAGMNAF_02686	BHNFMJIF_00474	deoK_2	deoK	Deoxyribokinase	Deoxyribokinase	619.0	619.0	100.0	100.0	100.0	100.0
JJAGMNAF_02687	BHNFMJIF_00473			Inositol-3-phosphate synthase 1	Inositol-3-phosphate synthase 1	857.0	857.0	100.0	100.0	99.0	100.0
JJAGMNAF_02688	BHNFMJIF_00472	norR	norR	Anaerobic nitric oxide reductase transcription regulator NorR	Anaerobic nitric oxide reductase transcription regulator NorR	859.0	859.0	100.0	100.0	100.0	100.0
JJAGMNAF_02689	BHNFMJIF_00471			hypothetical protein	hypothetical protein	359.0	359.0	100.0	100.0	100.0	100.0
JJAGMNAF_02690	BHNFMJIF_00470			hypothetical protein	hypothetical protein	436.0	436.0	98.8	98.8	100.0	100.0
JJAGMNAF_02691	BHNFMJIF_00469			hypothetical protein	hypothetical protein	219.0	219.0	100.0	100.0	100.0	100.0
JJAGMNAF_02692	BHNFMJIF_00468	exoA	exoA	Exodeoxyribonuclease	Exodeoxyribonuclease	522.0	522.0	99.603	99.603	100.0	100.0
JJAGMNAF_02693	BHNFMJIF_00467			hypothetical protein	hypothetical protein	195.0	195.0	97.938	97.938	100.0	100.0
JJAGMNAF_02694	BHNFMJIF_00466	yhhW	yhhW	Quercetin 2,3-dioxygenase	Quercetin 2,3-dioxygenase	484.0	484.0	99.573	99.573	100.0	100.0
JJAGMNAF_02697	BHNFMJIF_00463	ribH	ribH	6,7-dimethyl-8-ribityllumazine synthase	6,7-dimethyl-8-ribityllumazine synthase	350.0	350.0	100.0	100.0	100.0	100.0
JJAGMNAF_02698	BHNFMJIF_00462			hypothetical protein	hypothetical protein	433.0	433.0	100.0	100.0	100.0	100.0
JJAGMNAF_02699	BHNFMJIF_00461	recF	recF	DNA replication and repair protein RecF	DNA replication and repair protein RecF	704.0	704.0	100.0	100.0	100.0	100.0
JJAGMNAF_02700	BHNFMJIF_00460			hypothetical protein	hypothetical protein	196.0	196.0	100.0	100.0	100.0	100.0
JJAGMNAF_02702	BHNFMJIF_00459	ygfA	ygfA	5-formyltetrahydrofolate cyclo-ligase	5-formyltetrahydrofolate cyclo-ligase	315.0	315.0	98.693	98.693	100.0	100.0
JJAGMNAF_02703	BHNFMJIF_00458			hypothetical protein	hypothetical protein	1164.0	1164.0	100.0	100.0	100.0	100.0
JJAGMNAF_02704	BHNFMJIF_00457	tadA_2	tadA_1	tRNA-specific adenosine deaminase	tRNA-specific adenosine deaminase	296.0	296.0	100.0	100.0	100.0	100.0
JJAGMNAF_02705	BHNFMJIF_00456			hypothetical protein	hypothetical protein	342.0	342.0	100.0	100.0	100.0	100.0
JJAGMNAF_02706	BHNFMJIF_00455	dcp_2	dcp_1	Dipeptidyl carboxypeptidase	Dipeptidyl carboxypeptidase	1318.0	1318.0	100.0	100.0	100.0	100.0
JJAGMNAF_02707	BHNFMJIF_00454			hypothetical protein	hypothetical protein	457.0	457.0	99.556	99.556	100.0	100.0
JJAGMNAF_02708	BHNFMJIF_00453			hypothetical protein	hypothetical protein	336.0	336.0	100.0	100.0	100.0	100.0
JJAGMNAF_02709	BHNFMJIF_00452	apbE	apbE	FAD:protein FMN transferase	FAD:protein FMN transferase	674.0	674.0	99.704	99.704	100.0	100.0
JJAGMNAF_02710	BHNFMJIF_00451	mntP	mntP	putative manganese efflux pump MntP	putative manganese efflux pump MntP	342.0	341.0	99.474	99.474	100.0	100.0
JJAGMNAF_02711	BHNFMJIF_00450			hypothetical protein	hypothetical protein	392.0	392.0	99.571	99.571	100.0	100.0
JJAGMNAF_02712	BHNFMJIF_00449			hypothetical protein	hypothetical protein	338.0	338.0	100.0	100.0	100.0	90.0
JJAGMNAF_02713	BHNFMJIF_00448	arnC_2	arnC_1	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	655.0	655.0	100.0	100.0	100.0	100.0
JJAGMNAF_02714	BHNFMJIF_00447			hypothetical protein	hypothetical protein	362.0	362.0	100.0	100.0	100.0	100.0
JJAGMNAF_02716	BHNFMJIF_00445	cshA_1	cshA_1	DEAD-box ATP-dependent RNA helicase CshA	DEAD-box ATP-dependent RNA helicase CshA	1570.0	1570.0	99.876	99.876	100.0	100.0
JJAGMNAF_02717	BHNFMJIF_00444			hypothetical protein	hypothetical protein	109.0	105.0	97.059	97.059	100.0	100.0
JJAGMNAF_02718	BHNFMJIF_00443			hypothetical protein	hypothetical protein	1080.0	1080.0	99.617	99.617	100.0	100.0
JJAGMNAF_02719	BHNFMJIF_00442	eno	eno	Enolase	Enolase	884.0	884.0	99.768	99.768	100.0	100.0
JJAGMNAF_02720	BHNFMJIF_00441			hypothetical protein	hypothetical protein	1695.0	1695.0	99.631	99.631	100.0	100.0
JJAGMNAF_02721	BHNFMJIF_00440	yteR_3	yteR_1	Unsaturated rhamnogalacturonyl hydrolase YteR	Unsaturated rhamnogalacturonyl hydrolase YteR	833.0	833.0	99.499	99.499	100.0	100.0
JJAGMNAF_02722	BHNFMJIF_00439			hypothetical protein	hypothetical protein	983.0	983.0	100.0	100.0	100.0	100.0
JJAGMNAF_02723	BHNFMJIF_00438			hypothetical protein	hypothetical protein	2627.0	2661.0	99.622	99.622	100.0	100.0
JJAGMNAF_02724	BHNFMJIF_00437	hypBA1	hypBA1	Non-reducing end beta-L-arabinofuranosidase	Non-reducing end beta-L-arabinofuranosidase	1471.0	1471.0	99.857	99.857	100.0	100.0
JJAGMNAF_02725	BHNFMJIF_00436			hypothetical protein	hypothetical protein	1231.0	1231.0	99.835	99.835	100.0	100.0
JJAGMNAF_02726	BHNFMJIF_00435			hypothetical protein	hypothetical protein	1466.0	1466.0	99.86	99.86	100.0	100.0
JJAGMNAF_02727	BHNFMJIF_00434			hypothetical protein	hypothetical protein	295.0	295.0	100.0	100.0	100.0	100.0
JJAGMNAF_02728	BHNFMJIF_00433	rfbM	rfbM	Mannose-1-phosphate guanylyltransferase RfbM	Mannose-1-phosphate guanylyltransferase RfbM	721.0	721.0	100.0	100.0	100.0	100.0
JJAGMNAF_02729	BHNFMJIF_00432	fcl_1	fcl_1	GDP-L-fucose synthase	GDP-L-fucose synthase	746.0	746.0	99.167	99.167	100.0	100.0
JJAGMNAF_02730	BHNFMJIF_00431	gmd_1	gmd_1	GDP-mannose 4,6-dehydratase	GDP-mannose 4,6-dehydratase	747.0	747.0	100.0	100.0	100.0	100.0
JJAGMNAF_02731	BHNFMJIF_00430			hypothetical protein	hypothetical protein	554.0	554.0	100.0	100.0	100.0	100.0
JJAGMNAF_02732	BHNFMJIF_00429			hypothetical protein	hypothetical protein	622.0	622.0	99.668	99.668	100.0	100.0
JJAGMNAF_02733	BHNFMJIF_00428			hypothetical protein	hypothetical protein	516.0	516.0	99.661	99.661	100.0	92.0
JJAGMNAF_02734	BHNFMJIF_00427	dapH_1	dapH_1	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase	347.0	347.0	99.451	99.451	100.0	100.0
JJAGMNAF_02735	BHNFMJIF_00426	mshA_4	mshA_3	D-inositol-3-phosphate glycosyltransferase	D-inositol-3-phosphate glycosyltransferase	699.0	699.0	92.896	92.896	100.0	100.0
JJAGMNAF_02738	BHNFMJIF_00421	neuA_1	neuA	N-acylneuraminate cytidylyltransferase	N-acylneuraminate cytidylyltransferase	365.0	365.0	75.33	75.33	98.0	99.0
