locus_tag	ftype	length_bp	gene	EC_number	COG	product
JJAGMNAF_02515	CDS	441				hypothetical protein
JJAGMNAF_02516	CDS	1209	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
JJAGMNAF_02517	CDS	1164				hypothetical protein
JJAGMNAF_02518	CDS	1449				hypothetical protein
JJAGMNAF_02519	CDS	3354			COG4771	TonB-dependent receptor P3
JJAGMNAF_02520	CDS	1170				hypothetical protein
JJAGMNAF_02521	CDS	552				hypothetical protein
JJAGMNAF_02522	CDS	2511	mutS2	3.1.-.-		Endonuclease MutS2
JJAGMNAF_02523	tRNA	86				tRNA-Ser(tga)
JJAGMNAF_02524	CDS	927				hypothetical protein
JJAGMNAF_02525	CDS	321				hypothetical protein
JJAGMNAF_02526	CDS	657				hypothetical protein
JJAGMNAF_02527	CDS	795				hypothetical protein
JJAGMNAF_02528	CDS	123				hypothetical protein
JJAGMNAF_02529	CDS	969				hypothetical protein
JJAGMNAF_02530	CDS	498				hypothetical protein
JJAGMNAF_02531	CDS	792				hypothetical protein
JJAGMNAF_02532	CDS	123				hypothetical protein
JJAGMNAF_02533	CDS	408				hypothetical protein
JJAGMNAF_02534	CDS	840				hypothetical protein
JJAGMNAF_02535	CDS	1107				hypothetical protein
JJAGMNAF_02536	CDS	1548				hypothetical protein
JJAGMNAF_02537	CDS	522				hypothetical protein
JJAGMNAF_02538	CDS	1341				hypothetical protein
JJAGMNAF_02539	CDS	969	dnaG_4	2.7.7.101		DNA primase
JJAGMNAF_02540	CDS	1074				hypothetical protein
JJAGMNAF_02541	CDS	309				hypothetical protein
JJAGMNAF_02542	CDS	1017				hypothetical protein
JJAGMNAF_02543	CDS	1293	xerC_12			Tyrosine recombinase XerC
JJAGMNAF_02544	CDS	1239	xerC_13			Tyrosine recombinase XerC
JJAGMNAF_02545	CDS	543				hypothetical protein
JJAGMNAF_02546	CDS	453				hypothetical protein
JJAGMNAF_02547	CDS	591				hypothetical protein
JJAGMNAF_02548	CDS	192				hypothetical protein
JJAGMNAF_02549	CDS	180				hypothetical protein
JJAGMNAF_02550	CDS	108				hypothetical protein
JJAGMNAF_02551	CDS	822				hypothetical protein
JJAGMNAF_02552	CDS	1338				Retron Vc95 probable ATPase
JJAGMNAF_02553	CDS	420				hypothetical protein
JJAGMNAF_02554	CDS	2127				hypothetical protein
JJAGMNAF_02555	CDS	336				hypothetical protein
JJAGMNAF_02556	CDS	444				hypothetical protein
JJAGMNAF_02557	CDS	300				hypothetical protein
JJAGMNAF_02558	CDS	564				hypothetical protein
JJAGMNAF_02559	CDS	1152				hypothetical protein
JJAGMNAF_02560	CDS	426				hypothetical protein
JJAGMNAF_02561	CDS	1719	ziaA	7.2.2.12	COG2217	Zinc-transporting ATPase
JJAGMNAF_02562	CDS	819				hypothetical protein
JJAGMNAF_02563	CDS	759	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
JJAGMNAF_02564	CDS	249				hypothetical protein
JJAGMNAF_02565	CDS	1161	mmdB_2	7.2.4.3		Methylmalonyl-CoA decarboxylase subunit beta
JJAGMNAF_02566	CDS	432				hypothetical protein
JJAGMNAF_02567	CDS	930				hypothetical protein
JJAGMNAF_02568	CDS	1554	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
JJAGMNAF_02569	CDS	414	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
JJAGMNAF_02570	CDS	1023				hypothetical protein
JJAGMNAF_02571	CDS	537				hypothetical protein
JJAGMNAF_02572	CDS	327				hypothetical protein
JJAGMNAF_02573	CDS	807				hypothetical protein
JJAGMNAF_02574	CDS	519	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
JJAGMNAF_02575	CDS	582	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
JJAGMNAF_02576	CDS	1008	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
JJAGMNAF_02577	CDS	1170				hypothetical protein
JJAGMNAF_02578	CDS	390				hypothetical protein
JJAGMNAF_02579	CDS	1176	sotB			sugar efflux transporter
JJAGMNAF_02580	CDS	516	resA_11		COG0526	Thiol-disulfide oxidoreductase ResA
JJAGMNAF_02581	CDS	363				hypothetical protein
JJAGMNAF_02582	CDS	288				hypothetical protein
JJAGMNAF_02583	CDS	2688				hypothetical protein
JJAGMNAF_02584	CDS	1233				hypothetical protein
JJAGMNAF_02585	CDS	1551				hypothetical protein
JJAGMNAF_02586	CDS	585				hypothetical protein
JJAGMNAF_02587	CDS	576				hypothetical protein
JJAGMNAF_02588	CDS	888	bcrA_1			Bacitracin transport ATP-binding protein BcrA
JJAGMNAF_02589	CDS	672				hypothetical protein
JJAGMNAF_02590	CDS	1029				hypothetical protein
JJAGMNAF_02591	CDS	1011				hypothetical protein
JJAGMNAF_02592	CDS	702				hypothetical protein
JJAGMNAF_02593	CDS	510				DNA mimic protein DMP19
JJAGMNAF_02594	CDS	1380	gltS			Sodium/glutamate symporter
JJAGMNAF_02595	CDS	615				hypothetical protein
JJAGMNAF_02596	CDS	756				hypothetical protein
JJAGMNAF_02597	CDS	1707				hypothetical protein
JJAGMNAF_02598	CDS	1071	fim1C_1			Fimbrium subunit Fim1C
JJAGMNAF_02599	CDS	1140	fim1C_2			Fimbrium subunit Fim1C
JJAGMNAF_02600	CDS	1008				hypothetical protein
JJAGMNAF_02601	CDS	339				hypothetical protein
JJAGMNAF_02602	CDS	1089				hypothetical protein
JJAGMNAF_02603	CDS	570				hypothetical protein
JJAGMNAF_02604	CDS	453	smpB		COG0691	SsrA-binding protein
JJAGMNAF_02605	CDS	2754	metH_2	2.1.1.13	COG0646	Methionine synthase
JJAGMNAF_02606	CDS	846	cugP_1	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
JJAGMNAF_02607	CDS	1431	rapZ			RNase adapter protein RapZ
JJAGMNAF_02608	CDS	1332	xanP		COG2233	Xanthine permease XanP
JJAGMNAF_02609	CDS	567	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
JJAGMNAF_02610	CDS	324				hypothetical protein
JJAGMNAF_02611	CDS	249				hypothetical protein
JJAGMNAF_02612	CDS	630	fbiB	1.3.8.17		Bifunctional F420 biosynthesis protein FbiB
JJAGMNAF_02613	CDS	1353	tpdA	3.4.13.23		Cysteinylglycine-S-conjugate dipeptidase
JJAGMNAF_02614	CDS	1077	aroC	4.2.3.5	COG0082	Chorismate synthase
JJAGMNAF_02615	CDS	582	lemA		COG1704	Protein LemA
JJAGMNAF_02616	CDS	921				hypothetical protein
JJAGMNAF_02617	CDS	936				hypothetical protein
JJAGMNAF_02618	CDS	741	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
JJAGMNAF_02619	CDS	738	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
JJAGMNAF_02620	CDS	945	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
JJAGMNAF_02621	CDS	1005			COG1702	PhoH-like protein
JJAGMNAF_02622	CDS	675				hypothetical protein
JJAGMNAF_02623	CDS	804	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
JJAGMNAF_02624	CDS	768				hypothetical protein
JJAGMNAF_02625	CDS	1269				hypothetical protein
JJAGMNAF_02626	CDS	1341	resA_12			Thiol-disulfide oxidoreductase ResA
JJAGMNAF_02627	CDS	3282			COG4771	TonB-dependent receptor P39
JJAGMNAF_02628	CDS	1443				hypothetical protein
JJAGMNAF_02629	CDS	579	slyD	5.2.1.8		FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
JJAGMNAF_02630	CDS	375				hypothetical protein
JJAGMNAF_02631	CDS	93				hypothetical protein
JJAGMNAF_02632	CDS	1803	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
JJAGMNAF_02633	CDS	1698	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
JJAGMNAF_02634	CDS	555	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
JJAGMNAF_02635	CDS	744				hypothetical protein
JJAGMNAF_02636	CDS	1044		1.1.1.382	COG0059	Ketol-acid reductoisomerase (NAD(+))
JJAGMNAF_02637	CDS	1014				hypothetical protein
JJAGMNAF_02638	CDS	2133				hypothetical protein
JJAGMNAF_02639	CDS	1260				hypothetical protein
JJAGMNAF_02640	CDS	645	lptC			Lipopolysaccharide export system protein LptC
JJAGMNAF_02641	CDS	1356				hypothetical protein
JJAGMNAF_02642	CDS	1317				hypothetical protein
JJAGMNAF_02643	CDS	729	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
JJAGMNAF_02644	CDS	1176				hypothetical protein
JJAGMNAF_02645	CDS	1584	pafA	3.1.3.1	COG1524	Alkaline phosphatase PafA
JJAGMNAF_02646	CDS	3297	secA	7.4.2.8		Protein translocase subunit SecA
JJAGMNAF_02647	CDS	993				hypothetical protein
JJAGMNAF_02648	CDS	450				hypothetical protein
JJAGMNAF_02649	CDS	378				hypothetical protein
JJAGMNAF_02650	CDS	546	sigW_7		COG1595	ECF RNA polymerase sigma factor SigW
JJAGMNAF_02651	CDS	441				hypothetical protein
JJAGMNAF_02652	CDS	2628	valS	6.1.1.9	COG0525	Valine--tRNA ligase
JJAGMNAF_02653	CDS	786	mazG	3.6.1.8	COG3956	Nucleoside triphosphate pyrophosphohydrolase
JJAGMNAF_02654	CDS	1239				hypothetical protein
JJAGMNAF_02655	CDS	546				hypothetical protein
JJAGMNAF_02656	CDS	3162			COG1629	TonB-dependent receptor P26
JJAGMNAF_02657	CDS	447				hypothetical protein
JJAGMNAF_02658	CDS	378				hypothetical protein
JJAGMNAF_02659	CDS	552	sigW_8		COG1595	ECF RNA polymerase sigma factor SigW
JJAGMNAF_02660	CDS	828	rnz	3.1.26.11	COG1234	Ribonuclease Z
JJAGMNAF_02661	CDS	447				hypothetical protein
JJAGMNAF_02662	CDS	1797	pnp_2	2.7.7.8		Polyribonucleotide nucleotidyltransferase
JJAGMNAF_02663	CDS	240				hypothetical protein
JJAGMNAF_02664	CDS	702				hypothetical protein
JJAGMNAF_02665	CDS	837	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
JJAGMNAF_02666	CDS	840				hypothetical protein
JJAGMNAF_02667	CDS	786	btsR_1		COG3279	Transcriptional regulatory protein BtsR
JJAGMNAF_02668	CDS	1044				hypothetical protein
JJAGMNAF_02669	CDS	639				hypothetical protein
JJAGMNAF_02670	CDS	633				hypothetical protein
JJAGMNAF_02671	CDS	558				hypothetical protein
JJAGMNAF_02672	CDS	555				hypothetical protein
JJAGMNAF_02673	CDS	207				hypothetical protein
JJAGMNAF_02674	CDS	1275	ampG_2		COG2223	Anhydromuropeptide permease
JJAGMNAF_02675	CDS	1317				hypothetical protein
JJAGMNAF_02676	CDS	2472				hypothetical protein
JJAGMNAF_02677	CDS	1050	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
JJAGMNAF_02678	CDS	1065				hypothetical protein
JJAGMNAF_02679	CDS	1101	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
JJAGMNAF_02680	CDS	711				hypothetical protein
JJAGMNAF_02681	CDS	852				hypothetical protein
JJAGMNAF_02682	CDS	951		2.7.8.-		Phosphatidylinositol phosphate synthase
JJAGMNAF_02683	CDS	972				hypothetical protein
JJAGMNAF_02684	CDS	723		3.1.3.3		Phosphoserine phosphatase
JJAGMNAF_02685	CDS	1200	fucP_4		COG0738	L-fucose-proton symporter
JJAGMNAF_02686	CDS	897	deoK_2	2.7.1.15		Deoxyribokinase
JJAGMNAF_02687	CDS	1308		5.5.1.4	COG1260	Inositol-3-phosphate synthase 1
JJAGMNAF_02688	CDS	1266	norR			Anaerobic nitric oxide reductase transcription regulator NorR
JJAGMNAF_02689	CDS	528				hypothetical protein
JJAGMNAF_02690	CDS	753				hypothetical protein
JJAGMNAF_02691	CDS	366				hypothetical protein
JJAGMNAF_02692	CDS	759	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
JJAGMNAF_02693	CDS	294				hypothetical protein
JJAGMNAF_02694	CDS	705	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
JJAGMNAF_02695	tRNA	74				tRNA-Gly(tcc)
JJAGMNAF_02696	tRNA	84				tRNA-Tyr(gta)
JJAGMNAF_02697	CDS	507	ribH	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase
JJAGMNAF_02698	CDS	678				hypothetical protein
JJAGMNAF_02699	CDS	1116	recF		COG1195	DNA replication and repair protein RecF
JJAGMNAF_02700	CDS	291				hypothetical protein
JJAGMNAF_02701	CDS	1359				hypothetical protein
JJAGMNAF_02702	CDS	462	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
JJAGMNAF_02703	CDS	1749				hypothetical protein
JJAGMNAF_02704	CDS	435	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
JJAGMNAF_02705	CDS	495				hypothetical protein
JJAGMNAF_02706	CDS	2043	dcp_2	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
JJAGMNAF_02707	CDS	678				hypothetical protein
JJAGMNAF_02708	CDS	603				hypothetical protein
JJAGMNAF_02709	CDS	1017	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
JJAGMNAF_02710	CDS	573	mntP		COG1971	putative manganese efflux pump MntP
JJAGMNAF_02711	CDS	702				hypothetical protein
JJAGMNAF_02712	CDS	495				hypothetical protein
JJAGMNAF_02713	CDS	954	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
JJAGMNAF_02714	CDS	534				hypothetical protein
JJAGMNAF_02715	tRNA	75				tRNA-Thr(tgt)
JJAGMNAF_02716	CDS	2418	cshA_1	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
JJAGMNAF_02717	CDS	207				hypothetical protein
JJAGMNAF_02718	CDS	1569				hypothetical protein
JJAGMNAF_02719	CDS	1296	eno	4.2.1.11	COG0148	Enolase
JJAGMNAF_02720	CDS	2445				hypothetical protein
JJAGMNAF_02721	CDS	1200	yteR_3	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YteR
JJAGMNAF_02722	CDS	1470				hypothetical protein
JJAGMNAF_02723	CDS	3975				hypothetical protein
JJAGMNAF_02724	CDS	2106	hypBA1	3.2.1.185		Non-reducing end beta-L-arabinofuranosidase
JJAGMNAF_02725	CDS	1824				hypothetical protein
JJAGMNAF_02726	CDS	2145				hypothetical protein
JJAGMNAF_02727	CDS	429				hypothetical protein
JJAGMNAF_02728	CDS	1044	rfbM	2.7.7.13		Mannose-1-phosphate guanylyltransferase RfbM
JJAGMNAF_02729	CDS	1083	fcl_1	1.1.1.271	COG0451	GDP-L-fucose synthase
JJAGMNAF_02730	CDS	1080	gmd_1	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
JJAGMNAF_02731	CDS	819				hypothetical protein
JJAGMNAF_02732	CDS	906				hypothetical protein
JJAGMNAF_02733	CDS	888				hypothetical protein
JJAGMNAF_02734	CDS	549	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
JJAGMNAF_02735	CDS	1098	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JJAGMNAF_02736	CDS	786				hypothetical protein
JJAGMNAF_02737	CDS	1053	kdgK_2	2.7.1.45		2-dehydro-3-deoxygluconokinase
JJAGMNAF_02738	CDS	696	neuA_1	2.7.7.43		N-acylneuraminate cytidylyltransferase
JJAGMNAF_02739	CDS	1533	mhpE_1	4.1.3.39		4-hydroxy-2-oxovalerate aldolase
JJAGMNAF_02740	CDS	990				hypothetical protein
JJAGMNAF_02741	CDS	1521				hypothetical protein
JJAGMNAF_02742	CDS	1044				hypothetical protein
JJAGMNAF_02743	CDS	1128				hypothetical protein
JJAGMNAF_02744	CDS	828				hypothetical protein
JJAGMNAF_02745	CDS	1518				hypothetical protein
JJAGMNAF_02746	CDS	291				hypothetical protein
JJAGMNAF_02747	CDS	501	rfaH			Transcription antitermination protein RfaH
JJAGMNAF_02748	CDS	198				hypothetical protein
JJAGMNAF_02749	CDS	2379				hypothetical protein
JJAGMNAF_02750	CDS	231				hypothetical protein
JJAGMNAF_02751	CDS	429				hypothetical protein
JJAGMNAF_02752	CDS	102				hypothetical protein
JJAGMNAF_02753	CDS	450				hypothetical protein
JJAGMNAF_02754	CDS	2412				hypothetical protein
JJAGMNAF_02755	CDS	792				hypothetical protein
JJAGMNAF_02756	CDS	1404	gumD	2.7.8.31		UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
JJAGMNAF_02757	CDS	942	xerC_14			Tyrosine recombinase XerC
JJAGMNAF_02758	CDS	948				hypothetical protein
JJAGMNAF_02759	CDS	1539				hypothetical protein
JJAGMNAF_02760	CDS	1410				hypothetical protein
JJAGMNAF_02761	CDS	573				hypothetical protein
JJAGMNAF_02762	CDS	1095				hypothetical protein
JJAGMNAF_02763	CDS	567				hypothetical protein
JJAGMNAF_02764	CDS	900	xerC_15			Tyrosine recombinase XerC
JJAGMNAF_02765	CDS	2706				hypothetical protein
JJAGMNAF_02766	CDS	615				hypothetical protein
JJAGMNAF_02767	CDS	315				hypothetical protein
JJAGMNAF_02768	CDS	4281	lacZ_14	3.2.1.23		Beta-galactosidase
JJAGMNAF_02769	CDS	1599	aspT_3			Aspartate/alanine antiporter
JJAGMNAF_02770	CDS	3120			COG4771	TonB-dependent receptor P3
JJAGMNAF_02771	CDS	1446			COG0561	SusD-like protein
JJAGMNAF_02772	CDS	114				hypothetical protein
JJAGMNAF_02773	CDS	3075			COG4771	TonB-dependent receptor P3
JJAGMNAF_02774	CDS	1500			COG0702	SusD-like protein P38
JJAGMNAF_02775	CDS	3171	lacZ_15	3.2.1.23	COG3250	Beta-galactosidase
JJAGMNAF_02776	CDS	2841	lacZ_16	3.2.1.23	COG3250	Beta-galactosidase
JJAGMNAF_02777	CDS	3231				hypothetical protein
JJAGMNAF_02778	CDS	1443				hypothetical protein
JJAGMNAF_02779	CDS	2232				hypothetical protein
JJAGMNAF_02780	CDS	1080	cbh	2.3.1.-		Bile salt hydrolase/transferase
JJAGMNAF_02781	tRNA	74				tRNA-Lys(ttt)
JJAGMNAF_02782	CDS	1041	corA_2		COG0598	Cobalt/magnesium transport protein CorA
JJAGMNAF_02783	CDS	498	lrp		COG1522	Leucine-responsive regulatory protein
JJAGMNAF_02784	CDS	426				hypothetical protein
JJAGMNAF_02785	CDS	645	dedA			DedA family protein
JJAGMNAF_02786	CDS	594				hypothetical protein
JJAGMNAF_02787	CDS	1014				hypothetical protein
JJAGMNAF_02788	CDS	363				hypothetical protein
JJAGMNAF_02789	CDS	2160	btuB_5			Vitamin B12 transporter BtuB
JJAGMNAF_02790	CDS	489				hypothetical protein
JJAGMNAF_02791	CDS	1287		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
JJAGMNAF_02792	CDS	1500	lctP		COG1620	L-lactate permease
JJAGMNAF_02793	CDS	243				hypothetical protein
JJAGMNAF_02794	CDS	4398	sasA_6	2.7.13.3		Adaptive-response sensory-kinase SasA
JJAGMNAF_02795	CDS	738				hypothetical protein
JJAGMNAF_02796	CDS	717				hypothetical protein
JJAGMNAF_02797	tRNA	75				tRNA-Arg(tct)
JJAGMNAF_02798	CDS	315				hypothetical protein
JJAGMNAF_02799	CDS	1350	ybdG_2		COG0668	Mechanosensing system component YbdG
JJAGMNAF_02800	CDS	1656	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
JJAGMNAF_02801	CDS	576				hypothetical protein
JJAGMNAF_02802	CDS	603	ribE	2.5.1.9	COG0307	Riboflavin synthase
JJAGMNAF_02803	CDS	1329				hypothetical protein
JJAGMNAF_02804	CDS	288				hypothetical protein
JJAGMNAF_02805	CDS	972	dnaJ2		COG0484	Chaperone protein DnaJ 2
JJAGMNAF_02806	CDS	2004	rcsC_26	2.7.13.3		Sensor histidine kinase RcsC
JJAGMNAF_02807	CDS	1743	yfkN_2		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
JJAGMNAF_02808	CDS	339				hypothetical protein
JJAGMNAF_02809	CDS	2334	btuB_6			Vitamin B12 transporter BtuB
JJAGMNAF_02810	CDS	2112				hypothetical protein
JJAGMNAF_02811	CDS	3312				hypothetical protein
JJAGMNAF_02812	CDS	2757		3.2.1.40	COG3408	Alpha-L-rhamnosidase
JJAGMNAF_02813	CDS	1332				hypothetical protein
JJAGMNAF_02814	CDS	1341				hypothetical protein
JJAGMNAF_02815	CDS	3138	rcsC_27	2.7.13.3		Sensor histidine kinase RcsC
JJAGMNAF_02816	CDS	837				hypothetical protein
JJAGMNAF_02817	CDS	588	rclC		COG3059	Inner membrane protein RclC
JJAGMNAF_02818	CDS	1524				hypothetical protein
JJAGMNAF_02819	CDS	861	sigA			RNA polymerase sigma factor SigA
JJAGMNAF_02820	CDS	396				hypothetical protein
JJAGMNAF_02821	CDS	1263				hypothetical protein
JJAGMNAF_02822	CDS	399				hypothetical protein
JJAGMNAF_02823	CDS	1254	mntH		COG1914	Divalent metal cation transporter MntH
JJAGMNAF_02824	CDS	1449	nhaP2		COG3263	K(+)/H(+) antiporter NhaP2
JJAGMNAF_02825	CDS	1353	mepA_5		COG0534	Multidrug export protein MepA
JJAGMNAF_02826	CDS	651		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
JJAGMNAF_02827	CDS	822	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
JJAGMNAF_02828	CDS	1167				hypothetical protein
JJAGMNAF_02829	CDS	1689	ettA_1	3.6.1.-	COG0488	Energy-dependent translational throttle protein EttA
JJAGMNAF_02830	CDS	3342				hypothetical protein
JJAGMNAF_02831	CDS	2598	btuB_7			Vitamin B12 transporter BtuB
JJAGMNAF_02832	CDS	1893				hypothetical protein
JJAGMNAF_02833	CDS	858				hypothetical protein
JJAGMNAF_02834	CDS	552	rpsP			Small ribosomal subunit protein bS16
JJAGMNAF_02835	CDS	120				hypothetical protein
JJAGMNAF_02836	CDS	483	ftnA_1	1.16.3.2		Bacterial non-heme ferritin
JJAGMNAF_02837	CDS	846	axeA1_2	3.1.1.72	COG0657	Acetylxylan esterase
JJAGMNAF_02838	CDS	1992				hypothetical protein
JJAGMNAF_02839	CDS	762				hypothetical protein
JJAGMNAF_02840	CDS	807				hypothetical protein
JJAGMNAF_02841	CDS	414				hypothetical protein
JJAGMNAF_02842	CDS	354	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
JJAGMNAF_02843	CDS	2214	relA_2	2.7.6.5	COG0317	GTP pyrophosphokinase
JJAGMNAF_02844	CDS	1518				hypothetical protein
JJAGMNAF_02845	CDS	1251				hypothetical protein
JJAGMNAF_02846	CDS	717				hypothetical protein
JJAGMNAF_02847	CDS	498	paiA	2.3.1.57	COG0456	Spermidine/spermine N(1)-acetyltransferase
JJAGMNAF_02848	CDS	327				hypothetical protein
JJAGMNAF_02849	CDS	1047				hypothetical protein
JJAGMNAF_02850	CDS	1170	purT	6.3.1.21	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
JJAGMNAF_02851	CDS	2253	ccsA			Cytochrome c biogenesis protein CcsA
JJAGMNAF_02852	CDS	1620				hypothetical protein
JJAGMNAF_02853	CDS	198				hypothetical protein
JJAGMNAF_02854	CDS	1182	irpA		COG3487	Iron-regulated protein A
JJAGMNAF_02855	CDS	1335				hypothetical protein
JJAGMNAF_02856	CDS	696				hypothetical protein
JJAGMNAF_02857	CDS	1941				hypothetical protein
JJAGMNAF_02858	CDS	1266	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JJAGMNAF_02859	CDS	1413				hypothetical protein
JJAGMNAF_02860	CDS	366				hypothetical protein
JJAGMNAF_02861	CDS	960	bioB_2	2.8.1.6		Biotin synthase
JJAGMNAF_02862	CDS	1272	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
JJAGMNAF_02863	CDS	1170	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
JJAGMNAF_02864	CDS	654			COG2830	putative protein
JJAGMNAF_02865	CDS	786	bioC_1	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
JJAGMNAF_02866	CDS	645	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
JJAGMNAF_02867	CDS	726				hypothetical protein
JJAGMNAF_02868	CDS	303	dapF_1	5.1.1.7		Diaminopimelate epimerase
JJAGMNAF_02869	CDS	1449	modF		COG1119	ABC transporter ATP-binding protein ModF
JJAGMNAF_02870	CDS	933	dapA_1	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
JJAGMNAF_02871	CDS	1434	siaT_1		COG0591	Sodium/sialic acid symporter SiaT
JJAGMNAF_02872	CDS	1050		1.6.5.9		NADH:quinone reductase
JJAGMNAF_02873	CDS	1299	dcuA		COG2704	C4-dicarboxylate transporter DcuA
JJAGMNAF_02874	CDS	1059	ansB	3.5.1.1	COG0252	putative L-asparaginase periplasmic
JJAGMNAF_02875	CDS	1170				hypothetical protein
JJAGMNAF_02876	CDS	1179	sstT		COG3633	Serine/threonine transporter SstT
JJAGMNAF_02877	CDS	1437	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
JJAGMNAF_02878	CDS	1509	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
JJAGMNAF_02879	CDS	705	nagB_1	3.5.99.6		Glucosamine-6-phosphate deaminase
JJAGMNAF_02880	CDS	1146	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
JJAGMNAF_02881	CDS	1503	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
JJAGMNAF_02882	CDS	219				hypothetical protein
JJAGMNAF_02883	CDS	1344	bepC			Outer membrane efflux protein BepC
JJAGMNAF_02884	CDS	1209	pvdR		COG0845	Pyoverdine export membrane fusion protein PvdR
JJAGMNAF_02885	CDS	744	yknY_3	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
JJAGMNAF_02886	CDS	1221	macB_3	7.6.2.-		Macrolide export ATP-binding/permease protein MacB
JJAGMNAF_02887	CDS	1056				hypothetical protein
JJAGMNAF_02888	CDS	726	btsR_2		COG3279	Transcriptional regulatory protein BtsR
JJAGMNAF_02889	CDS	1182				hypothetical protein
